state,county,winning_party,votes_for_winner,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,VotingAgeCitizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,majority_race
Louisiana,Iberville Parish,DEM,8514,33122.0,16772.0,16350.0,2.5,47.7,48.7,0.3,0.1,0.0,25967.0,47128.0,4922.0,22252.0,1120.0,19.3,28.9,26.9,22.1,25.1,11.9,13.9,85.2,8.0,0.7,2.3,2.1,1.8,24.9,12825.0,76.1,19.6,4.2,0.0,7.5,Black
Louisiana,Jackson Parish,REP,5394,15952.0,8086.0,7866.0,1.6,66.9,30.1,0.1,0.5,0.0,12316.0,36394.0,3607.0,20109.0,1115.0,25.4,38.0,27.0,20.0,23.6,14.6,14.8,82.0,10.8,0.3,1.2,1.8,4.0,30.1,5664.0,73.0,20.6,5.8,0.6,6.2,White
Louisiana,Jefferson Parish,REP,105949,437038.0,212326.0,224712.0,14.3,53.4,26.1,0.3,4.2,0.0,311837.0,50868.0,652.0,28839.0,431.0,16.3,27.2,32.6,19.2,24.4,13.1,10.6,82.0,10.9,1.1,1.6,1.6,2.8,24.0,210435.0,82.2,11.5,6.1,0.2,5.9,White
Louisiana,Jefferson Davis Parish,REP,11423,31405.0,15431.0,15974.0,2.3,78.6,16.3,0.7,0.4,0.0,23299.0,40744.0,3794.0,23068.0,1304.0,19.6,24.2,27.0,19.3,22.4,17.0,14.3,81.9,11.3,0.0,1.5,3.7,1.6,30.8,12173.0,75.0,19.0,5.8,0.2,9.1,White
Louisiana,Lafayette Parish,REP,72519,238230.0,116361.0,121869.0,4.6,66.1,25.6,0.2,1.8,0.0,175619.0,53950.0,1431.0,30656.0,755.0,16.6,21.6,35.7,18.8,24.1,10.8,10.6,83.5,9.1,0.7,1.9,1.8,3.0,24.1,119324.0,81.6,10.7,7.5,0.2,5.1,White
Louisiana,Lafourche Parish,REP,36024,98112.0,48235.0,49877.0,4.4,76.9,13.0,2.4,0.8,0.0,73025.0,52705.0,1689.0,26331.0,728.0,16.0,22.0,27.7,15.3,23.3,16.1,17.6,80.6,10.4,0.5,0.9,5.2,2.4,28.0,42975.0,82.2,12.0,5.7,0.1,7.0,White
Louisiana,LaSalle Parish,REP,6378,14930.0,7691.0,7239.0,2.8,82.9,12.0,1.3,0.0,0.1,11131.0,34712.0,3487.0,18836.0,1820.0,24.8,32.2,29.0,16.8,22.4,22.4,9.4,85.1,7.8,1.1,0.5,3.0,2.5,41.5,4829.0,75.9,17.8,6.3,0.0,6.1,White
Louisiana,Lincoln Parish,REP,11311,47536.0,23206.0,24330.0,2.9,53.2,40.4,0.2,1.8,0.0,36487.0,34424.0,2465.0,21934.0,891.0,31.2,30.1,36.3,22.8,22.7,7.0,11.2,81.9,10.1,0.1,3.2,1.6,3.3,19.3,21219.0,69.8,24.7,5.6,0.0,8.8,White
Louisiana,Livingston Parish,REP,54877,137096.0,67159.0,69937.0,3.5,88.4,5.9,0.2,0.5,0.0,99751.0,60456.0,2138.0,27280.0,880.0,13.2,16.8,30.4,16.1,24.3,15.0,14.2,87.9,8.2,0.1,0.4,0.7,2.7,33.8,61986.0,80.3,15.3,4.3,0.1,5.8,White
Louisiana,Madison Parish,DEM,2654,11616.0,5786.0,5830.0,2.0,34.1,63.5,0.1,0.0,0.0,8785.0,29424.0,3063.0,15134.0,1147.0,36.4,51.3,25.6,31.1,19.9,10.3,13.1,86.3,6.9,0.1,5.2,1.0,0.5,13.0,3767.0,72.3,22.7,4.9,0.2,12.3,Black
Louisiana,Morehouse Parish,REP,6510,26290.0,12505.0,13785.0,1.3,49.5,47.9,0.1,0.4,0.0,19744.0,31672.0,1947.0,18776.0,1887.0,27.6,40.2,24.7,18.6,22.7,14.2,19.8,89.7,7.7,0.1,0.7,1.1,0.8,23.2,9422.0,85.4,10.3,4.1,0.3,6.1,White
Louisiana,Natchitoches Parish,REP,9358,39051.0,18610.0,20441.0,2.2,52.7,40.9,1.1,0.7,0.0,29497.0,29001.0,1903.0,18219.0,956.0,31.9,40.2,27.7,17.3,23.4,10.5,21.0,84.3,10.3,0.5,2.0,1.3,1.7,22.9,12941.0,76.7,19.6,3.7,0.0,13.6,White
Louisiana,Orleans Parish,DEM,147854,388182.0,185063.0,203119.0,5.5,30.6,59.1,0.1,2.9,0.0,297411.0,38721.0,991.0,29275.0,529.0,25.4,38.3,42.3,22.4,20.4,6.4,8.5,68.5,9.2,7.6,5.0,4.9,4.9,23.8,178016.0,79.3,13.8,6.8,0.1,8.7,Black
Louisiana,Ouachita Parish,REP,42255,156433.0,75019.0,81414.0,2.2,58.3,37.4,0.2,1.0,0.0,115331.0,40081.0,1071.0,22538.0,637.0,24.5,36.0,33.8,18.8,26.7,9.0,11.7,85.6,9.1,1.1,0.9,1.1,2.2,19.9,64288.0,80.9,14.7,4.3,0.1,7.0,White
Louisiana,Plaquemines Parish,REP,7412,23394.0,11393.0,12001.0,6.7,65.2,20.6,0.8,3.3,0.0,16662.0,49635.0,4704.0,26177.0,1663.0,19.3,21.8,32.4,18.4,18.9,18.0,12.3,84.2,10.9,0.2,2.2,1.1,1.4,25.8,9849.0,74.8,18.4,6.5,0.3,3.0,White
Louisiana,Pointe Coupee Parish,REP,7503,22271.0,10692.0,11579.0,2.5,60.4,35.4,0.3,0.2,0.0,16980.0,43964.0,3897.0,27160.0,2254.0,17.5,25.0,22.6,21.1,26.6,16.3,13.3,80.4,8.9,0.9,2.7,4.5,2.7,29.1,9422.0,78.4,15.9,5.0,0.7,8.3,White
Louisiana,Rapides Parish,REP,38347,132080.0,63888.0,68192.0,3.0,61.4,31.9,0.6,1.6,0.0,96874.0,42655.0,1524.0,23486.0,825.0,19.5,27.1,32.4,22.3,23.1,10.2,12.0,82.2,9.7,1.7,1.8,2.3,2.3,22.5,53417.0,74.3,20.9,4.5,0.3,7.7,White
Louisiana,Red River Parish,REP,2413,8723.0,4192.0,4531.0,1.9,57.0,37.5,0.4,0.0,0.0,6568.0,41510.0,6776.0,25154.0,3881.0,20.4,23.6,27.0,19.0,20.4,18.7,15.0,82.8,6.9,0.3,0.7,4.1,5.2,33.9,3366.0,76.0,20.1,3.9,0.0,4.7,White
Louisiana,Richland Parish,REP,6607,20619.0,10028.0,10591.0,2.1,60.5,35.8,0.0,0.5,0.0,15572.0,34745.0,4692.0,19975.0,1127.0,28.2,43.4,24.8,24.6,23.5,14.5,12.7,87.9,8.7,0.2,0.9,1.2,1.0,20.8,8098.0,81.0,15.8,3.1,0.1,7.0,White
Louisiana,Sabine Parish,REP,8776,24145.0,11997.0,12148.0,3.8,68.1,16.5,7.5,0.4,0.0,18163.0,40695.0,2615.0,22980.0,1404.0,19.6,26.1,29.0,16.3,19.6,18.5,16.6,79.3,11.6,0.3,3.0,3.1,2.7,32.1,8598.0,82.5,12.5,4.6,0.4,9.5,White
Louisiana,St. Bernard Parish,REP,11179,45067.0,22256.0,22811.0,9.9,63.5,22.0,0.3,2.3,0.0,31681.0,45265.0,2007.0,20431.0,596.0,19.7,27.2,25.6,20.7,22.6,17.5,13.5,87.0,7.9,1.1,1.0,1.5,1.4,27.0,18382.0,76.3,14.5,9.1,0.1,10.7,White
Louisiana,St. Charles Parish,REP,18233,52728.0,25901.0,26827.0,5.8,65.5,26.4,0.3,1.1,0.0,38740.0,64707.0,2777.0,30378.0,1131.0,12.2,15.3,33.4,15.9,25.0,12.2,13.5,87.8,6.9,0.0,0.9,1.7,2.7,27.0,24457.0,80.8,13.6,5.6,0.0,7.3,White
Louisiana,St. Helena Parish,DEM,3346,10509.0,5093.0,5416.0,0.2,44.1,54.0,0.8,0.2,0.0,8133.0,35254.0,5942.0,21148.0,4158.0,26.4,38.2,29.1,19.5,19.9,18.6,12.9,82.5,8.3,0.5,1.6,0.9,6.2,38.5,3652.0,77.2,16.6,5.7,0.5,15.7,Black
Louisiana,St. James Parish,DEM,6510,21485.0,10340.0,11145.0,1.6,48.0,49.6,0.0,0.2,0.0,16386.0,52055.0,4958.0,25724.0,1363.0,15.6,25.5,22.3,19.3,23.0,14.3,21.2,84.8,9.7,0.6,1.9,1.9,1.2,27.0,9193.0,83.2,12.7,3.7,0.3,8.2,Black
Louisiana,St. John the Baptist Parish,DEM,13582,43565.0,21285.0,22280.0,5.8,36.4,55.4,0.0,0.9,0.0,31950.0,53628.0,2953.0,23380.0,1031.0,17.9,25.7,28.9,16.5,25.0,11.8,17.8,88.0,7.6,0.3,0.8,1.7,1.6,28.5,19280.0,83.4,12.4,4.1,0.1,7.3,Black
Louisiana,St. Landry Parish,REP,23171,83580.0,40144.0,43436.0,2.0,54.6,41.0,0.1,0.3,0.0,60279.0,32163.0,1363.0,19205.0,856.0,27.9,42.0,28.6,19.6,25.5,12.8,13.6,85.4,9.1,0.2,1.2,0.9,3.3,26.4,30554.0,78.6,15.2,6.1,0.1,5.5,White
Louisiana,St. Martin Parish,REP,18203,53609.0,26445.0,27164.0,2.8,64.4,29.3,0.4,1.0,0.0,39790.0,47279.0,3779.0,23654.0,1032.0,17.7,27.8,26.2,18.7,23.1,15.0,17.1,82.4,13.1,0.4,1.2,1.3,1.7,27.2,23899.0,81.0,12.7,6.0,0.4,6.4,White
Louisiana,St. Mary Parish,REP,14811,52578.0,26153.0,26425.0,6.8,56.1,30.9,1.1,1.4,0.0,38237.0,41345.0,1496.0,22212.0,712.0,19.5,26.1,22.6,20.1,22.3,11.9,23.1,83.8,9.4,0.3,2.4,2.6,1.5,21.3,21085.0,82.2,13.8,4.0,0.0,8.5,White
Louisiana,St. Tammany Parish,REP,99666,249201.0,121268.0,127933.0,5.4,79.1,11.6,0.5,1.5,0.0,184173.0,66539.0,1488.0,33149.0,712.0,10.8,13.4,39.4,16.4,26.0,9.9,8.4,82.3,10.3,0.2,0.9,2.1,4.3,31.0,115543.0,79.7,13.4,6.6,0.2,6.4,White
Louisiana,Tangipahoa Parish,REP,37806,128850.0,62548.0,66302.0,4.1,63.5,29.4,0.3,0.7,0.0,95348.0,45901.0,2690.0,23520.0,715.0,21.9,31.7,29.0,19.2,26.0,12.1,13.7,78.7,14.6,0.4,1.5,1.6,3.2,31.3,55791.0,79.4,15.1,5.4,0.1,8.9,White
Louisiana,Tensas Parish,DEM,1329,4771.0,2322.0,2449.0,1.8,42.3,55.4,0.0,0.1,0.0,3597.0,21906.0,2773.0,16194.0,2155.0,38.0,54.2,27.9,25.8,15.1,18.8,12.4,88.9,4.4,0.5,2.1,2.5,1.6,24.1,1506.0,67.1,27.0,5.9,0.0,15.3,Black
Louisiana,Terrebonne Parish,REP,34339,113067.0,55794.0,57273.0,5.0,67.1,19.2,5.4,0.9,0.1,81842.0,47650.0,2206.0,24017.0,837.0,20.1,26.6,26.8,17.7,23.6,14.9,17.0,81.1,10.5,0.3,1.2,3.5,3.4,22.7,47254.0,82.4,11.4,6.1,0.1,6.1,White
Louisiana,Union Parish,REP,8407,22537.0,11212.0,11325.0,4.7,68.6,25.3,0.1,0.1,0.1,17172.0,38916.0,2593.0,20742.0,1205.0,22.0,37.7,25.1,18.2,19.6,18.6,18.6,85.6,8.4,0.7,1.0,1.8,2.5,31.9,8431.0,79.0,14.1,6.9,0.0,6.6,White
Louisiana,Vermilion Parish,REP,21930,59841.0,29021.0,30820.0,3.3,78.4,14.2,0.5,2.2,0.0,43321.0,49266.0,2780.0,23608.0,928.0,17.9,22.3,26.0,17.3,25.3,17.1,14.2,81.0,11.3,0.1,3.2,1.6,2.8,28.7,24871.0,81.1,12.9,6.1,0.0,7.3,White
Louisiana,Vernon Parish,REP,14107,51906.0,27614.0,24292.0,9.4,70.1,14.1,1.4,1.7,0.4,37964.0,46620.0,1257.0,22583.0,874.0,16.9,22.6,30.7,19.2,24.1,16.4,9.5,85.0,8.4,0.1,2.6,1.9,1.9,21.6,17386.0,64.8,30.8,4.3,0.1,8.7,White
Louisiana,Washington Parish,REP,13307,46449.0,22944.0,23505.0,2.1,65.8,30.1,0.3,0.2,0.0,34742.0,32962.0,3070.0,18345.0,1069.0,26.3,33.9,24.7,21.6,24.0,15.4,14.3,81.1,12.8,0.1,1.4,2.0,2.6,33.0,16259.0,76.0,18.3,5.5,0.2,12.3,White
Louisiana,Webster Parish,REP,11830,40043.0,19435.0,20608.0,1.8,62.2,34.2,0.3,0.3,0.1,30752.0,30891.0,1632.0,19256.0,822.0,24.9,36.8,25.6,19.3,21.0,16.1,17.9,88.1,7.0,0.4,1.5,0.8,2.2,24.2,15407.0,77.1,16.5,6.2,0.2,6.5,White
Louisiana,West Baton Rouge Parish,REP,7684,25518.0,12631.0,12887.0,3.0,56.8,38.5,0.3,0.3,0.0,19100.0,60902.0,4614.0,28140.0,2190.0,17.9,26.1,31.9,17.3,22.1,12.7,16.0,89.4,6.9,0.4,1.2,1.4,0.8,23.8,12225.0,77.1,17.8,5.0,0.0,5.7,White
Louisiana,West Carroll Parish,REP,4317,11274.0,5696.0,5578.0,3.2,79.6,15.9,0.2,0.0,0.1,8535.0,37304.0,5818.0,22857.0,2858.0,22.0,35.7,31.2,12.3,26.2,17.9,12.3,87.0,9.5,0.0,0.7,1.5,1.4,23.3,3820.0,75.9,17.1,6.7,0.3,10.2,White
Louisiana,West Feliciana Parish,REP,3863,15376.0,10210.0,5166.0,1.5,52.1,44.9,0.2,0.5,0.0,12686.0,55647.0,5274.0,23041.0,2058.0,12.5,27.3,34.3,29.1,17.5,13.1,6.0,91.1,6.6,0.1,0.4,0.1,1.7,25.4,5504.0,63.6,30.7,5.6,0.1,4.5,White
Louisiana,Winn Parish,REP,4619,14631.0,7712.0,6919.0,1.9,65.2,31.2,0.5,0.0,0.0,11454.0,29472.0,4343.0,18417.0,1292.0,27.3,41.0,27.5,18.7,20.9,16.6,16.3,85.1,10.4,1.2,1.2,1.3,0.9,27.3,5035.0,72.5,23.0,4.5,0.0,6.0,White
Maryland,Allegany County,REP,20886,72591.0,37892.0,34699.0,1.7,87.3,8.0,0.2,0.8,0.0,58846.0,42771.0,1485.0,22355.0,683.0,16.8,22.9,29.9,23.4,24.8,8.8,13.1,82.5,9.7,0.5,4.4,1.2,1.7,20.9,28738.0,73.6,22.6,3.7,0.0,9.0,White
Maryland,Anne Arundel County,DEM,172823,564600.0,279581.0,285019.0,7.3,69.6,15.9,0.1,3.6,0.1,418118.0,94502.0,1251.0,43258.0,544.0,6.1,7.4,47.0,15.4,23.0,7.5,7.1,80.1,7.5,3.6,2.3,1.4,5.1,30.2,290628.0,72.2,23.3,4.4,0.1,5.2,White
Maryland,Baltimore County,DEM,258409,828637.0,392930.0,435707.0,5.1,58.7,27.5,0.2,5.9,0.0,607614.0,71810.0,964.0,37270.0,448.0,9.1,11.5,43.4,16.6,24.4,7.0,8.6,79.2,8.7,4.8,1.8,1.5,4.0,29.5,420974.0,77.2,17.8,4.8,0.2,5.5,White
Maryland,Calvert County,REP,25346,90824.0,45184.0,45640.0,3.6,78.8,11.7,0.2,1.6,0.0,68233.0,100350.0,4007.0,41469.0,1123.0,5.7,5.5,41.0,15.0,23.0,13.0,8.1,81.7,8.4,3.0,0.7,0.9,5.3,41.9,45756.0,67.1,28.1,4.7,0.1,7.3,White
Maryland,Caroline County,REP,10283,32785.0,15971.0,16814.0,6.9,76.3,13.2,0.1,0.6,0.0,24049.0,52469.0,2494.0,25355.0,918.0,16.5,25.6,27.6,21.5,22.0,16.8,12.2,83.7,8.6,0.9,2.4,1.7,2.6,32.1,15674.0,75.1,16.8,8.0,0.1,6.5,White
Maryland,Carroll County,REP,60218,167319.0,82784.0,84535.0,3.2,89.8,3.3,0.2,1.7,0.0,127833.0,90510.0,1770.0,39690.0,900.0,5.5,6.9,44.0,15.5,22.3,10.6,7.7,85.5,6.9,0.8,1.4,0.7,4.7,35.6,88335.0,76.5,18.7,4.8,0.0,4.0,White
Maryland,Cecil County,REP,29439,102416.0,50878.0,51538.0,4.1,85.8,6.4,0.3,1.4,0.0,77244.0,70516.0,2476.0,32542.0,921.0,9.4,12.8,35.2,16.3,21.5,12.9,14.1,82.9,8.4,1.2,1.6,1.4,4.6,29.3,50620.0,78.6,17.1,4.2,0.1,5.8,White
Maryland,Charles County,DEM,62171,156021.0,75368.0,80653.0,5.4,43.1,42.8,0.6,3.1,0.1,114231.0,93973.0,2130.0,38890.0,786.0,6.9,9.5,42.2,17.0,24.7,8.6,7.4,81.4,7.3,5.8,1.1,0.6,3.7,43.9,78635.0,65.7,30.9,3.2,0.2,4.5,White
Maryland,Dorchester County,REP,8764,32386.0,15476.0,16910.0,5.0,63.8,26.8,0.1,1.0,0.0,24851.0,50532.0,3733.0,28911.0,1879.0,15.4,25.7,31.8,20.0,23.4,10.2,14.6,78.4,14.9,0.8,2.1,1.3,2.6,26.3,15240.0,73.3,19.6,6.9,0.2,8.3,White
Maryland,Frederick County,DEM,77675,246105.0,121305.0,124800.0,8.8,74.8,8.8,0.2,4.5,0.1,176511.0,88502.0,1557.0,39566.0,564.0,7.2,9.1,46.1,15.5,22.3,8.8,7.4,78.1,9.6,2.9,2.1,1.2,6.1,35.0,130387.0,73.9,20.6,5.3,0.2,5.1,White
Maryland,Garrett County,REP,12002,29516.0,14618.0,14898.0,1.1,96.6,0.6,0.1,0.4,0.0,23763.0,48174.0,2234.0,26303.0,1162.0,11.4,17.0,33.8,17.5,18.8,16.5,13.4,79.5,9.9,0.6,3.7,0.6,5.7,24.2,13937.0,74.6,16.0,9.3,0.2,4.8,White
Maryland,Harford County,REP,80930,250132.0,122344.0,127788.0,4.2,77.0,13.1,0.2,2.6,0.0,189002.0,83445.0,1295.0,37972.0,534.0,7.5,9.2,43.3,15.2,24.5,7.9,9.1,83.4,8.6,1.7,1.2,0.8,4.4,32.1,129108.0,74.9,20.9,4.1,0.1,5.2,White
Maryland,Howard County,DEM,129433,312495.0,152843.0,159652.0,6.5,54.1,18.1,0.2,17.3,0.0,212310.0,115576.0,1799.0,51045.0,772.0,5.2,5.8,60.9,11.8,18.1,4.1,5.1,81.2,7.2,3.8,1.0,1.1,5.7,30.9,167493.0,73.0,22.7,4.2,0.1,4.2,White
Maryland,Kent County,DEM,5329,19666.0,9426.0,10240.0,4.3,78.1,14.8,0.2,1.1,0.0,15837.0,56638.0,5150.0,32217.0,1716.0,13.1,21.3,36.5,19.8,23.3,11.0,9.4,67.8,7.9,1.8,10.0,1.6,11.0,26.7,9131.0,76.0,14.2,9.4,0.4,4.8,White
Maryland,Montgomery County,DEM,419569,1039198.0,501571.0,537627.0,19.0,45.0,17.6,0.1,14.7,0.0,653497.0,103178.0,792.0,51162.0,447.0,7.0,9.3,56.1,15.4,18.1,5.7,4.7,65.3,9.8,15.5,2.1,1.4,5.9,34.7,554085.0,72.4,21.5,6.0,0.1,5.4,White
Maryland,Prince George's County,DEM,379208,905161.0,435878.0,469283.0,17.4,13.3,62.3,0.2,4.3,0.0,595152.0,78607.0,1010.0,34391.0,307.0,9.3,12.8,38.7,20.6,22.2,9.8,8.7,66.5,11.3,16.0,2.0,1.4,2.8,36.9,476889.0,69.6,26.4,3.9,0.1,7.3,Black
Maryland,Queen Anne's County,REP,18741,49071.0,24230.0,24841.0,3.7,86.6,7.0,0.0,0.5,0.0,37499.0,89241.0,3843.0,40553.0,1527.0,6.4,8.3,41.9,14.6,26.2,9.3,8.0,77.7,9.8,2.2,1.6,1.2,7.6,36.2,25556.0,71.1,20.4,8.2,0.2,3.7,White
Maryland,St. Mary's County,REP,30826,110979.0,55420.0,55559.0,4.8,75.1,14.2,0.2,2.8,0.0,81547.0,86508.0,3942.0,37528.0,1141.0,8.2,10.9,44.8,16.3,19.9,11.4,7.7,82.6,9.4,2.2,2.4,1.0,2.5,30.9,54121.0,64.6,31.1,4.2,0.1,4.2,White
Maryland,Somerset County,REP,5739,25801.0,13821.0,11980.0,3.5,51.5,41.8,0.4,1.0,0.0,20719.0,39239.0,4330.0,18395.0,1153.0,22.5,37.4,28.9,26.3,22.0,10.8,12.1,81.6,6.2,0.8,5.6,1.4,4.5,24.9,8593.0,63.9,30.2,5.8,0.1,10.2,White
Maryland,Talbot County,DEM,11062,37461.0,17595.0,19866.0,6.5,77.6,11.4,0.1,1.4,0.1,29319.0,65595.0,5078.0,44785.0,2561.0,10.0,14.4,43.2,18.1,21.6,9.8,7.3,78.1,9.7,1.3,3.3,1.2,6.3,26.6,17863.0,75.5,14.7,9.7,0.0,4.4,White
Maryland,Washington County,REP,40224,149546.0,75958.0,73588.0,4.5,80.4,10.0,0.1,1.7,0.0,113424.0,58260.0,1909.0,28742.0,683.0,12.8,18.9,33.2,19.3,23.6,10.2,13.7,80.8,9.8,1.4,2.1,1.1,4.8,29.3,67375.0,77.4,17.3,5.1,0.1,6.8,White
Maryland,Wicomico County,REP,22944,102014.0,48622.0,53392.0,5.0,63.9,25.1,0.2,3.2,0.1,75053.0,54493.0,2038.0,27755.0,1102.0,15.9,20.8,32.7,20.8,24.5,9.3,12.7,83.6,8.6,0.6,2.4,1.5,3.3,21.2,49785.0,75.3,19.4,5.2,0.1,7.6,White
Maryland,Worcester County,REP,18571,51559.0,25205.0,26354.0,3.4,80.0,13.4,0.2,1.3,0.1,41458.0,59458.0,2463.0,34425.0,1300.0,10.3,14.8,35.5,22.3,25.7,9.2,7.4,80.5,7.3,2.2,2.6,1.9,5.5,24.3,23915.0,75.5,17.3,7.1,0.1,7.1,White
Maryland,Baltimore city,DEM,207260,619796.0,291377.0,328419.0,5.0,27.6,62.3,0.2,2.6,0.0,462592.0,46641.0,774.0,28488.0,407.0,22.4,32.9,42.1,20.7,21.8,5.3,10.0,60.0,9.1,18.2,6.6,2.3,3.8,30.7,277954.0,76.6,19.5,3.8,0.1,10.0,Black
Michigan,Alcona County,REP,4848,10413.0,5247.0,5166.0,1.4,96.0,0.3,0.5,0.4,0.0,8984.0,39424.0,1705.0,24463.0,1059.0,14.9,21.7,23.5,20.9,22.9,13.2,19.6,80.8,9.6,0.2,1.8,2.3,5.3,24.0,3357.0,78.3,14.0,7.5,0.2,9.3,White
Michigan,Alger County,REP,3014,9254.0,5088.0,4166.0,1.4,84.2,7.2,3.3,0.1,0.0,7779.0,42647.0,5475.0,21771.0,1475.0,13.0,16.6,27.9,23.2,23.1,8.1,17.7,72.9,11.1,2.0,4.3,1.8,8.0,21.3,3160.0,77.1,17.6,5.3,0.0,6.9,White
Michigan,Allegan County,REP,41392,114145.0,56997.0,57148.0,7.2,88.7,1.3,0.5,0.6,0.0,84358.0,58487.0,1264.0,27172.0,539.0,10.8,14.3,30.3,14.7,20.1,12.4,22.5,86.0,7.6,0.3,1.4,0.7,4.1,23.9,54028.0,86.3,7.7,5.9,0.2,3.6,White
Michigan,Alpena County,REP,10686,28730.0,14169.0,14561.0,1.3,96.0,0.5,0.4,0.4,0.1,23062.0,40954.0,1521.0,24030.0,751.0,15.0,19.1,29.5,19.8,26.1,10.0,14.6,82.9,8.4,0.7,2.7,1.2,3.9,16.9,12665.0,83.0,10.4,6.4,0.2,6.4,White
Michigan,Antrim County,REP,9748,23133.0,11479.0,11654.0,2.1,95.0,0.3,0.8,0.3,0.0,18589.0,50988.0,1365.0,29307.0,1193.0,12.6,20.5,27.5,21.6,22.5,10.8,17.7,74.7,14.5,0.7,1.9,1.0,7.3,25.0,9771.0,79.6,9.9,10.3,0.2,6.1,White
Michigan,Arenac County,REP,5928,15238.0,7714.0,7524.0,2.0,94.9,0.5,1.3,0.4,0.0,12396.0,39947.0,1456.0,22622.0,784.0,18.5,29.2,25.6,21.1,22.0,11.6,19.7,83.6,8.2,0.7,3.1,1.5,3.0,27.2,5842.0,82.6,10.2,7.0,0.3,9.6,White
Michigan,Baraga County,REP,2512,8580.0,5112.0,3468.0,1.5,73.1,15.8,4.7,0.5,0.0,6953.0,42757.0,2418.0,18975.0,1634.0,14.4,22.9,25.8,22.5,24.1,10.1,17.5,83.2,8.5,0.0,3.5,0.9,4.0,19.0,2485.0,77.6,16.6,5.4,0.4,6.0,White
Michigan,Barry County,REP,23471,59607.0,29958.0,29649.0,2.7,94.6,0.4,0.2,0.5,0.0,45486.0,57312.0,1893.0,27166.0,966.0,9.3,12.4,29.0,16.4,22.6,12.5,19.5,84.8,7.6,0.2,2.5,0.8,4.2,28.4,27877.0,84.4,9.4,6.1,0.1,6.2,White
Michigan,Bay County,REP,33125,105350.0,51875.0,53475.0,5.2,90.4,1.5,0.2,0.6,0.0,82835.0,45983.0,1430.0,25462.0,636.0,16.3,24.3,29.4,20.4,25.0,8.8,16.4,86.2,7.6,0.7,1.4,0.9,3.2,22.1,46195.0,83.8,10.6,5.5,0.1,7.4,White
Michigan,Benzie County,REP,6601,17462.0,8694.0,8768.0,2.4,93.9,0.3,1.4,0.4,0.0,14050.0,53185.0,3219.0,26790.0,847.0,10.0,12.8,31.0,20.5,22.9,13.4,12.2,75.9,13.4,1.2,1.8,1.5,6.1,26.2,7679.0,78.1,14.8,6.9,0.2,6.5,White
Michigan,Berrien County,REP,43519,154948.0,75835.0,79113.0,5.2,75.1,14.6,0.3,1.9,0.0,115590.0,47132.0,1298.0,27505.0,645.0,17.2,26.2,34.2,18.5,22.3,9.0,16.0,82.0,8.6,0.6,2.7,1.7,4.5,19.3,70439.0,84.9,9.0,5.9,0.2,7.3,White
Michigan,Branch County,REP,14064,43543.0,22517.0,21026.0,4.5,90.9,2.3,0.3,0.5,0.0,32719.0,48192.0,1961.0,22977.0,575.0,15.9,25.8,22.8,18.4,22.1,10.3,26.5,83.7,8.9,0.4,1.3,1.4,4.3,22.5,18861.0,82.7,10.5,6.6,0.2,4.6,White
Michigan,Calhoun County,REP,36221,134327.0,65652.0,68675.0,5.0,78.3,10.6,0.6,2.1,0.0,100589.0,46213.0,1008.0,24859.0,511.0,17.4,26.3,29.0,19.6,21.4,7.5,22.5,82.2,9.7,0.7,3.1,1.0,3.2,20.2,58179.0,82.5,12.4,4.9,0.1,7.4,White
Michigan,Cass County,REP,16699,51397.0,25861.0,25536.0,3.7,86.4,4.8,1.1,0.8,0.0,40105.0,50699.0,1402.0,28019.0,1072.0,13.6,19.4,28.6,15.0,21.0,11.6,23.7,83.2,9.6,0.1,1.5,1.1,4.6,25.1,23277.0,85.9,8.7,5.3,0.1,7.8,White
Michigan,Charlevoix County,REP,9841,26160.0,12868.0,13292.0,1.8,94.0,0.4,1.2,0.4,0.1,20708.0,51567.0,2026.0,31730.0,1513.0,11.6,16.4,30.7,19.9,23.1,10.4,15.9,79.0,11.2,0.9,2.4,0.8,5.7,20.4,11902.0,81.6,9.4,8.6,0.4,6.2,White
Michigan,Cheboygan County,REP,10186,25475.0,12680.0,12795.0,1.3,92.2,0.8,2.0,0.4,0.0,20913.0,42876.0,2289.0,24956.0,907.0,16.8,28.2,26.8,21.1,24.4,13.9,13.8,81.3,10.8,1.0,1.4,1.3,4.3,26.8,10443.0,80.2,12.0,7.5,0.4,10.7,White
Michigan,Chippewa County,REP,10681,38023.0,20948.0,17075.0,1.8,70.1,6.4,13.9,1.0,0.1,30374.0,44030.0,1729.0,21958.0,957.0,17.1,24.4,29.1,27.0,23.5,7.6,12.7,77.4,11.7,0.8,5.1,1.4,3.6,16.8,14986.0,65.8,26.7,7.0,0.6,9.0,White
Michigan,Clare County,REP,10861,30597.0,15148.0,15449.0,1.9,95.1,0.5,0.5,0.3,0.0,24405.0,35913.0,1933.0,21198.0,952.0,23.6,37.9,25.1,21.6,22.6,12.4,18.3,79.5,9.4,1.1,2.5,1.7,5.9,28.0,10985.0,79.7,10.5,9.3,0.5,11.5,White
