state,county,winning_party,votes_for_winner,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,VotingAgeCitizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,majority_race
Texas,Starr County,DEM,9123,63420.0,30815.0,32605.0,99.2,0.6,0.0,0.0,0.1,0.0,29308.0,27133.0,1554.0,13167.0,854.0,35.0,45.7,22.3,30.5,17.6,17.9,11.8,69.0,20.2,0.4,4.5,0.8,5.2,23.1,21423.0,67.9,22.5,8.3,1.2,15.0,Hispanic
Texas,Stephens County,REP,3385,9365.0,4826.0,4539.0,23.2,72.1,2.2,0.6,0.5,0.0,6896.0,45862.0,3667.0,23044.0,1813.0,21.3,32.7,25.1,18.6,20.3,17.6,18.5,82.5,10.2,0.5,1.5,3.0,2.3,19.5,3730.0,72.8,14.6,12.5,0.0,4.7,White
Texas,Sterling County,REP,584,1139.0,608.0,531.0,40.8,57.4,0.3,0.0,0.0,0.0,757.0,50000.0,13092.0,25675.0,4446.0,17.0,37.1,32.2,15.1,23.3,10.3,19.0,77.4,0.6,0.0,1.0,9.4,11.6,21.0,515.0,61.9,23.5,14.6,0.0,2.6,White
Texas,Stonewall County,REP,615,1084.0,555.0,529.0,22.7,72.6,3.5,0.0,0.0,0.0,823.0,46786.0,13949.0,28063.0,4263.0,13.9,20.1,34.8,16.7,16.1,16.7,15.6,84.1,12.5,0.0,0.0,1.8,1.6,17.7,442.0,54.3,30.5,13.1,2.0,2.4,White
Texas,Sutton County,REP,1222,3894.0,2127.0,1767.0,59.4,39.2,0.1,0.0,0.0,1.0,2658.0,60996.0,5615.0,31603.0,4027.0,6.5,5.5,31.6,13.0,18.6,19.6,17.2,84.3,9.6,0.0,1.4,0.4,4.3,19.7,1827.0,75.0,13.7,11.1,0.2,5.9,Hispanic
Texas,Swisher County,REP,1845,7541.0,3955.0,3586.0,43.1,47.5,5.7,0.5,0.2,0.1,5179.0,37883.0,4612.0,18878.0,2348.0,22.2,30.8,30.3,19.2,22.0,13.8,14.7,83.3,7.5,0.2,3.3,1.1,4.5,19.7,2704.0,72.1,15.3,12.5,0.0,5.9,White
Texas,Tarrant County,DEM,411567,1983675.0,971142.0,1012533.0,28.2,48.3,15.6,0.3,5.1,0.2,1270469.0,62532.0,457.0,30857.0,257.0,13.5,19.4,36.6,16.2,25.2,9.0,13.0,82.5,10.2,0.6,1.2,1.2,4.3,27.0,974947.0,83.0,11.3,5.6,0.1,5.4,White
Texas,Taylor County,REP,39547,135371.0,66258.0,69113.0,23.8,64.5,7.4,0.5,1.9,0.1,98253.0,49161.0,2217.0,25419.0,673.0,16.1,20.6,30.6,22.3,25.0,11.5,10.6,81.1,10.3,0.6,2.2,1.0,4.8,16.9,62872.0,78.0,15.7,6.0,0.2,4.4,White
Texas,Terrell County,REP,334,721.0,357.0,364.0,56.3,33.1,3.2,0.7,0.0,0.0,546.0,26063.0,5567.0,21204.0,4392.0,17.1,14.0,33.1,25.0,10.8,12.3,18.8,83.8,4.6,0.0,1.5,0.0,10.0,30.0,260.0,50.4,29.2,20.4,0.0,6.8,Hispanic
Texas,Terry County,REP,2812,12755.0,6753.0,6002.0,53.8,40.8,4.6,0.2,0.0,0.0,8567.0,42441.0,5680.0,21938.0,3713.0,13.7,21.1,31.1,17.6,17.4,22.8,11.1,77.8,16.3,0.3,1.1,1.9,2.7,20.1,4556.0,74.8,17.2,8.0,0.0,9.4,Hispanic
Texas,Throckmorton County,REP,806,1541.0,705.0,836.0,15.8,82.5,0.1,0.0,0.3,0.0,1218.0,37279.0,7356.0,27732.0,4961.0,17.1,19.6,35.1,13.3,22.7,14.1,14.8,84.7,7.8,0.2,0.5,0.5,6.4,22.2,661.0,65.4,19.5,15.1,0.0,5.2,White
Texas,Titus County,REP,7570,32664.0,16055.0,16609.0,42.1,46.3,9.1,0.2,0.8,0.0,18900.0,46980.0,2674.0,21090.0,1364.0,19.3,29.4,22.8,17.3,21.4,10.4,28.1,83.4,11.5,0.4,0.6,2.4,1.7,18.8,14307.0,83.5,9.9,6.5,0.1,6.1,White
Texas,Tom Green County,REP,32313,116906.0,57848.0,59058.0,38.8,54.3,4.0,0.2,1.1,0.0,85961.0,49662.0,2089.0,27513.0,1193.0,12.9,17.2,32.2,18.3,24.8,13.1,11.6,79.4,10.4,0.2,4.1,2.4,3.6,17.8,53414.0,77.1,15.9,7.0,0.1,3.8,White
Texas,Travis County,DEM,435860,1176584.0,593319.0,583265.0,33.9,49.3,7.9,0.2,6.3,0.0,783460.0,68350.0,751.0,38820.0,418.0,13.9,18.8,47.4,15.8,22.1,8.1,6.6,74.5,9.7,3.2,1.9,2.3,8.4,25.3,645807.0,77.7,14.9,7.3,0.1,4.5,White
Texas,Trinity County,REP,5579,14481.0,6959.0,7522.0,9.3,79.1,9.5,0.3,0.4,0.0,11188.0,37398.0,3180.0,20369.0,1260.0,18.4,30.0,27.5,23.0,23.5,12.8,13.3,80.9,10.9,0.5,1.8,1.0,4.9,33.2,4946.0,69.3,20.8,9.2,0.6,10.2,White
Texas,Tyler County,REP,8194,21456.0,11726.0,9730.0,7.3,79.6,10.8,0.1,0.3,0.0,17064.0,44396.0,4682.0,21172.0,1438.0,15.8,23.8,23.6,21.0,22.5,16.8,16.1,83.3,7.5,0.0,1.0,3.1,5.0,35.7,6746.0,77.7,17.9,4.2,0.2,9.5,White
Texas,Upshur County,REP,15809,40506.0,20035.0,20471.0,8.1,80.7,8.9,0.7,0.2,0.0,29790.0,48796.0,2647.0,24088.0,1297.0,13.8,20.3,29.1,15.6,25.2,13.1,17.0,83.5,10.3,0.2,0.7,1.3,4.0,27.8,16720.0,80.1,12.4,7.2,0.3,8.3,White
Texas,Upton County,REP,1178,3575.0,1747.0,1828.0,49.7,43.0,6.7,0.1,0.3,0.0,2290.0,52750.0,5566.0,25290.0,3206.0,18.0,24.0,27.4,12.3,18.5,24.3,17.5,86.1,8.3,0.4,1.3,1.2,2.7,20.9,1398.0,69.7,22.5,7.8,0.0,1.1,Hispanic
Texas,Uvalde County,REP,6174,27015.0,13188.0,13827.0,70.9,27.1,0.1,0.4,1.0,0.0,17424.0,40781.0,3100.0,19146.0,921.0,17.9,27.7,24.1,22.3,22.0,18.2,13.4,84.4,10.2,0.0,1.1,1.4,2.9,18.5,11605.0,70.6,20.6,8.8,0.0,5.9,Hispanic
Texas,Val Verde County,REP,8284,48976.0,24836.0,24140.0,81.4,15.9,1.1,0.1,0.5,0.1,28860.0,44609.0,2594.0,20160.0,1240.0,20.9,27.1,25.5,21.5,23.1,15.2,14.7,76.9,12.8,0.4,3.0,3.4,3.5,19.0,18667.0,68.0,26.4,5.5,0.1,6.6,Hispanic
Texas,Van Zandt County,REP,22270,53607.0,26307.0,27300.0,10.3,84.3,2.6,0.5,0.5,0.1,39666.0,50061.0,2093.0,25394.0,1208.0,14.2,20.3,30.0,19.8,22.7,14.6,13.0,80.5,11.4,0.1,1.0,0.8,6.4,34.4,22384.0,74.5,15.0,10.3,0.3,5.9,White
Texas,Victoria County,REP,23358,91518.0,44790.0,46728.0,46.0,45.4,5.8,0.1,1.1,0.0,64245.0,55740.0,2218.0,28181.0,1001.0,14.8,20.8,30.0,17.3,25.3,13.2,14.1,81.3,12.1,0.9,0.8,0.8,4.1,20.0,43077.0,80.5,11.4,7.8,0.3,5.1,Hispanic
Texas,Walker County,REP,15375,70818.0,41435.0,29383.0,17.8,56.9,22.9,0.3,1.2,0.0,56277.0,41456.0,1745.0,17194.0,1111.0,24.3,24.3,31.7,27.7,22.1,8.8,9.7,82.0,8.6,0.1,3.9,1.6,3.8,25.8,24044.0,60.9,35.0,3.9,0.2,3.4,White
Texas,Waller County,REP,14260,48443.0,24209.0,24234.0,29.4,43.0,24.9,0.1,0.7,0.0,32066.0,53506.0,4971.0,23888.0,1274.0,18.0,25.1,26.5,21.5,25.0,14.0,13.0,78.7,10.8,0.9,3.9,1.4,4.4,30.0,21837.0,75.6,15.9,7.9,0.6,7.8,White
Texas,Ward County,REP,3241,11498.0,5790.0,5708.0,52.2,41.4,4.8,0.6,0.3,0.0,7730.0,63333.0,5589.0,26860.0,2095.0,11.6,12.7,28.6,16.4,17.3,19.2,18.6,82.3,9.1,0.0,1.5,3.0,4.1,21.7,4823.0,75.1,17.3,7.5,0.1,6.1,Hispanic
Texas,Washington County,REP,12959,34667.0,17199.0,17468.0,15.5,64.5,17.0,0.3,1.8,0.1,25423.0,55793.0,4336.0,28517.0,2309.0,13.2,20.8,32.7,16.2,23.7,10.9,16.5,85.8,8.7,0.1,1.0,0.9,3.5,21.5,14897.0,74.0,15.9,10.1,0.0,6.2,White
Texas,Webb County,DEM,41820,269624.0,131657.0,137967.0,95.5,3.5,0.3,0.1,0.5,0.0,130541.0,40442.0,1234.0,16316.0,420.0,31.5,42.0,26.2,22.9,28.0,10.2,12.7,81.4,11.9,1.1,1.7,1.2,2.7,21.7,102713.0,75.5,17.3,6.9,0.3,5.7,Hispanic
Texas,Wharton County,REP,11926,41430.0,20355.0,21075.0,40.3,45.3,13.8,0.1,0.1,0.0,27899.0,50145.0,3208.0,25867.0,1856.0,17.5,29.2,25.4,19.3,21.1,17.6,16.5,84.4,11.7,0.4,0.5,0.3,2.7,23.0,18767.0,80.7,12.6,6.5,0.2,5.3,White
Texas,Wheeler County,REP,2159,5599.0,2871.0,2728.0,26.5,68.3,2.7,0.1,0.1,0.2,3807.0,50910.0,3512.0,25809.0,1877.0,19.2,31.7,25.5,19.6,21.2,21.6,12.0,86.9,7.1,0.0,2.6,1.5,1.9,18.4,2551.0,68.8,21.0,10.0,0.2,5.6,White
Texas,Wichita County,REP,32069,131778.0,68339.0,63439.0,18.5,66.1,9.9,0.6,2.0,0.0,96973.0,45776.0,1140.0,23263.0,604.0,18.9,26.6,33.2,20.7,23.8,10.4,11.9,77.0,8.6,0.8,7.6,2.0,4.0,15.4,55552.0,74.3,19.9,5.4,0.4,4.8,White
Texas,Wilbarger County,REP,3524,12972.0,6415.0,6557.0,28.6,59.4,8.0,0.7,0.9,0.0,9694.0,43913.0,4945.0,21938.0,1657.0,16.5,22.6,26.5,24.7,22.3,11.4,15.0,75.7,20.5,0.0,1.7,1.3,0.8,11.5,6329.0,67.8,24.9,6.9,0.4,5.8,White
Texas,Willacy County,DEM,3108,21839.0,11821.0,10018.0,88.0,11.1,0.7,0.0,0.1,0.0,14146.0,29104.0,2657.0,13369.0,863.0,35.6,49.5,21.5,24.6,22.6,18.8,12.5,86.5,5.3,0.0,4.9,0.5,2.8,22.7,6415.0,66.8,21.3,11.8,0.1,14.5,Hispanic
Texas,Williamson County,DEM,143795,508313.0,250106.0,258207.0,24.1,60.9,6.0,0.2,6.0,0.1,342928.0,79123.0,1440.0,34575.0,386.0,7.0,8.4,45.6,13.9,25.4,7.4,7.7,80.3,9.1,0.8,0.9,1.2,7.7,27.9,254840.0,79.0,14.5,6.4,0.1,4.8,White
Texas,Wilson County,REP,18463,47205.0,23703.0,23502.0,39.2,57.7,1.3,0.2,0.3,0.1,34562.0,71942.0,4350.0,29862.0,1049.0,10.2,12.8,31.8,16.4,25.2,14.2,12.4,80.7,10.8,0.0,1.1,1.0,6.4,34.5,21002.0,73.3,18.0,8.6,0.1,6.0,White
Texas,Winkler County,REP,1753,7777.0,3968.0,3809.0,59.4,36.9,2.3,0.9,0.0,0.0,4689.0,55000.0,12087.0,23483.0,2007.0,17.9,22.6,23.5,15.7,20.0,19.4,21.4,82.2,13.1,0.0,1.5,0.7,2.5,19.2,3267.0,80.3,15.1,4.6,0.0,4.1,Hispanic
Texas,Wise County,REP,27032,63247.0,31766.0,31481.0,18.8,77.5,1.2,0.4,0.5,0.2,44333.0,59081.0,2722.0,27447.0,1009.0,13.0,20.4,29.6,15.0,24.0,14.3,17.1,82.2,10.1,0.1,1.0,0.9,5.7,32.1,27736.0,78.0,13.7,8.0,0.2,6.0,White
Texas,Wood County,REP,19049,43315.0,21523.0,21792.0,9.6,83.2,5.5,0.6,0.1,0.1,33979.0,48038.0,3129.0,25955.0,1664.0,13.3,22.0,28.7,16.7,25.0,15.5,14.1,80.6,10.0,0.3,2.5,1.0,5.6,30.2,15960.0,78.4,14.1,7.1,0.4,7.8,White
Texas,Yoakum County,REP,2174,8481.0,4286.0,4195.0,65.0,33.2,0.0,0.2,0.0,0.0,4432.0,62500.0,8792.0,23681.0,2553.0,12.3,14.6,21.8,16.9,19.2,27.8,14.4,78.0,16.8,0.0,3.7,0.2,1.3,16.2,3755.0,71.7,17.5,10.7,0.1,7.5,Hispanic
Texas,Young County,REP,7110,18166.0,8922.0,9244.0,18.1,78.8,1.5,0.5,0.4,0.0,13070.0,46351.0,3907.0,25661.0,2290.0,16.5,25.9,31.5,17.8,21.9,15.1,13.7,83.0,9.0,0.0,0.6,1.4,6.1,15.3,8248.0,69.8,17.1,11.9,1.2,4.5,White
Texas,Zapata County,REP,2033,14415.0,7190.0,7225.0,94.1,5.2,0.0,0.0,0.7,0.0,6586.0,34550.0,6700.0,17817.0,3167.0,34.1,48.0,17.7,30.4,14.9,16.8,20.2,69.2,23.8,0.0,4.4,0.6,2.0,18.2,5146.0,66.0,21.0,12.6,0.4,12.4,Hispanic
Texas,Zavala County,DEM,2864,12152.0,6163.0,5989.0,93.6,5.4,0.5,0.1,0.0,0.0,8053.0,25988.0,5009.0,13105.0,1562.0,36.2,56.3,29.0,24.3,14.7,16.7,15.3,80.5,7.4,0.4,2.1,4.2,5.4,13.7,4397.0,73.9,21.2,4.9,0.1,10.1,Hispanic
Utah,Beaver County,REP,2695,6414.0,3296.0,3118.0,10.9,88.7,0.0,0.1,0.2,0.0,4165.0,47878.0,4577.0,21128.0,1544.0,10.5,15.8,23.9,18.7,25.1,15.9,16.4,80.2,12.5,0.2,2.6,1.0,3.4,16.0,2653.0,77.1,16.6,5.8,0.5,4.7,White
Utah,Box Elder County,REP,21548,52182.0,26423.0,25759.0,9.1,87.3,0.5,1.0,0.8,0.1,34484.0,58835.0,2580.0,22808.0,635.0,10.2,13.0,31.5,14.4,21.0,10.2,22.9,77.7,14.8,0.7,1.5,1.3,4.0,23.5,22319.0,79.4,15.3,5.0,0.3,5.5,White
Utah,Cache County,REP,38032,120288.0,60247.0,60041.0,10.5,83.8,0.7,0.4,2.1,0.4,78436.0,53812.0,1423.0,21752.0,581.0,15.2,14.2,37.9,15.6,22.8,7.8,16.0,74.5,11.5,2.1,4.0,2.7,5.2,17.3,56905.0,77.5,18.0,4.4,0.2,3.6,White
Utah,Carbon County,REP,6693,20512.0,10088.0,10424.0,13.2,83.3,0.7,0.8,0.4,0.2,14717.0,46994.0,2951.0,22536.0,957.0,16.2,19.2,27.9,19.4,23.2,15.0,14.5,80.9,11.1,0.5,3.4,0.8,3.3,17.7,8906.0,73.7,21.5,4.3,0.4,5.4,White
Utah,Daggett County,REP,496,702.0,425.0,277.0,3.3,94.9,0.1,0.9,0.0,0.0,539.0,85000.0,41001.0,28533.0,9141.0,4.0,0.0,19.8,46.4,4.8,13.0,16.0,46.6,2.8,0.0,42.4,0.0,8.1,18.6,293.0,73.7,21.8,4.4,0.0,1.0,White
Utah,Davis County,REP,104135,334977.0,168534.0,166443.0,9.2,84.5,1.2,0.3,1.8,0.6,217453.0,75961.0,1280.0,28293.0,463.0,6.2,7.1,40.6,14.1,26.6,7.2,11.6,79.6,9.5,2.5,1.4,1.4,5.5,22.5,155828.0,78.0,18.0,3.9,0.1,3.3,White
Utah,Duchesne County,REP,7513,20259.0,10320.0,9939.0,8.1,85.4,0.1,4.0,0.5,0.4,12892.0,63000.0,1812.0,23323.0,839.0,12.7,15.4,30.7,14.9,17.5,20.0,17.0,81.3,7.7,0.6,2.4,1.2,6.7,20.6,8026.0,75.9,18.9,4.8,0.4,6.2,White
Utah,Emery County,REP,4207,10410.0,5306.0,5104.0,6.2,91.4,0.1,0.7,0.6,0.0,7098.0,51852.0,1883.0,21465.0,924.0,12.9,20.2,29.0,20.9,18.5,17.5,14.1,81.9,7.5,1.3,1.7,0.7,6.8,19.8,4030.0,68.6,24.1,7.2,0.1,4.4,White
Utah,Garfield County,REP,2158,5020.0,2633.0,2387.0,5.6,89.5,0.0,2.7,0.2,0.5,3699.0,51700.0,7983.0,23228.0,2295.0,13.1,17.9,26.4,26.8,25.1,15.8,6.0,73.4,11.0,0.0,5.7,2.7,7.3,14.0,2212.0,69.3,23.3,7.4,0.0,4.6,White
Utah,Grand County,DEM,2806,9544.0,4823.0,4721.0,10.0,88.1,0.2,1.1,0.4,0.0,7123.0,46658.0,5393.0,25662.0,2645.0,12.7,18.7,28.0,30.9,20.1,14.6,6.5,67.9,11.6,0.1,4.7,5.2,10.4,15.6,4859.0,75.6,14.1,10.3,0.0,6.4,White
Utah,Iron County,REP,18989,48504.0,24108.0,24396.0,8.5,86.3,0.5,2.5,0.6,0.0,33454.0,45422.0,3795.0,19791.0,906.0,20.9,23.3,31.5,19.1,26.2,10.5,12.7,76.5,13.3,0.2,4.6,1.9,3.5,17.4,20960.0,75.4,20.2,4.4,0.0,6.2,White
Utah,Juab County,REP,5087,10694.0,5491.0,5203.0,4.6,92.4,0.2,0.9,0.1,0.2,6788.0,57590.0,2343.0,20457.0,1062.0,12.8,17.8,27.9,16.0,23.5,15.1,17.4,74.6,14.0,0.2,4.1,0.3,6.9,22.7,4602.0,75.7,18.2,6.0,0.0,2.9,White
Utah,Kane County,REP,2998,7246.0,3656.0,3590.0,4.5,91.7,0.1,1.3,0.4,0.2,5526.0,50266.0,10045.0,24836.0,1987.0,11.1,9.8,30.6,21.9,27.4,11.1,9.1,76.6,8.3,0.0,5.8,3.8,5.4,12.5,3152.0,71.5,21.3,6.1,1.1,4.0,White
Utah,Millard County,REP,5404,12651.0,6462.0,6189.0,13.0,83.3,0.3,1.0,0.8,0.1,7892.0,59312.0,4036.0,23283.0,956.0,11.6,19.1,29.4,16.1,18.4,19.3,16.8,75.1,16.6,0.2,1.9,0.7,5.5,17.5,5546.0,73.6,17.5,8.7,0.1,2.9,White
Utah,Morgan County,REP,5181,11014.0,5617.0,5397.0,2.6,95.3,0.4,0.0,0.6,0.1,7021.0,86071.0,3961.0,30457.0,2085.0,2.4,1.0,41.7,13.6,21.3,11.7,11.6,85.1,8.3,0.3,1.2,1.3,3.9,27.7,4701.0,78.8,16.2,4.7,0.3,3.4,White
Utah,Piute County,REP,773,1860.0,966.0,894.0,3.6,95.8,0.2,0.1,0.0,0.0,1427.0,41750.0,4885.0,17455.0,1990.0,12.9,18.1,38.7,23.7,21.5,10.7,5.3,81.1,10.6,0.0,6.1,0.5,1.8,24.5,636.0,74.1,19.7,5.7,0.6,1.9,White
Utah,Rich County,REP,1157,2307.0,1114.0,1193.0,8.9,88.9,0.1,0.0,0.0,0.0,1540.0,52917.0,11088.0,19512.0,2746.0,18.0,20.5,29.2,11.9,23.7,25.9,9.2,70.3,10.5,0.0,6.3,3.6,9.4,21.6,671.0,79.9,14.5,5.7,0.0,1.8,White
Utah,Salt Lake County,DEM,289906,1106700.0,555589.0,551111.0,17.9,72.1,1.7,0.6,3.9,1.5,718732.0,67922.0,923.0,30134.0,279.0,10.4,13.1,38.8,14.8,26.5,7.9,12.0,75.2,11.5,3.8,2.2,1.8,5.6,22.1,564689.0,82.6,12.7,4.6,0.1,4.3,White
Utah,San Juan County,REP,3535,15193.0,7654.0,7539.0,5.3,44.0,0.2,47.8,0.5,0.5,10208.0,42581.0,4124.0,17385.0,1388.0,28.4,33.8,33.2,22.1,18.4,14.0,12.2,76.7,7.9,0.5,4.0,1.7,9.2,20.6,5247.0,60.6,31.9,7.3,0.2,8.4,Native
Utah,Sanpete County,REP,10459,28892.0,15311.0,13581.0,9.5,86.1,0.9,1.0,0.4,0.5,20289.0,50928.0,2718.0,17426.0,876.0,16.9,17.1,34.2,16.3,21.3,15.0,13.1,72.6,13.6,0.4,5.6,0.6,7.2,21.0,10784.0,75.0,17.0,8.0,0.0,6.8,White
Utah,Sevier County,REP,9052,20961.0,10756.0,10205.0,5.0,92.1,0.4,1.5,0.2,0.2,14371.0,50850.0,2452.0,21196.0,923.0,13.3,14.6,27.0,18.8,21.3,16.6,16.2,79.0,11.2,0.5,1.8,1.6,5.8,16.6,8634.0,70.7,20.7,7.2,1.4,4.8,White
Utah,Summit County,DEM,15244,39731.0,20499.0,19232.0,11.4,84.8,0.7,0.2,1.6,0.0,27127.0,94952.0,4770.0,52671.0,2194.0,7.5,9.2,46.8,18.4,19.3,7.9,7.6,73.1,6.5,1.6,2.2,2.7,13.9,25.0,21711.0,80.1,12.6,7.2,0.2,2.3,White
Utah,Tooele County,REP,21014,63357.0,31942.0,31415.0,12.0,83.4,0.5,0.8,0.8,0.5,40381.0,66542.0,2759.0,24069.0,693.0,6.9,7.4,32.1,16.2,23.8,11.4,16.5,73.8,17.9,1.3,1.6,0.8,4.6,27.8,28406.0,77.5,18.6,3.8,0.1,6.5,White
Utah,Uintah County,REP,13261,36343.0,18454.0,17889.0,8.2,81.9,0.5,7.4,0.5,0.1,23623.0,67012.0,3914.0,25001.0,1494.0,11.6,12.8,28.6,12.9,24.5,17.4,16.7,79.9,12.1,0.8,2.2,1.2,3.8,19.1,15087.0,77.0,17.9,4.8,0.3,6.7,White
Utah,Utah County,REP,192812,576496.0,290874.0,285622.0,11.4,83.0,0.5,0.4,1.5,0.8,352481.0,67042.0,820.0,23207.0,271.0,11.8,10.4,41.0,15.2,26.5,7.6,9.9,73.2,11.8,2.0,4.1,2.3,6.7,21.4,257679.0,83.8,11.4,4.6,0.2,4.3,White
Utah,Wasatch County,REP,10795,29306.0,14903.0,14403.0,13.5,83.6,0.1,0.1,1.2,0.0,18354.0,74552.0,4096.0,30086.0,1703.0,7.8,10.2,36.7,20.9,24.4,10.6,7.4,78.6,12.2,0.0,1.5,0.9,6.7,23.3,14397.0,78.1,15.1,6.5,0.2,2.4,White
Utah,Washington County,REP,67294,155577.0,77178.0,78399.0,10.1,84.9,0.6,1.0,0.7,0.8,107479.0,55175.0,1757.0,25415.0,1109.0,14.2,19.7,30.9,20.2,27.6,9.8,11.4,78.0,11.4,0.5,2.0,2.0,6.1,18.1,62920.0,81.2,13.1,5.5,0.2,5.2,White
Utah,Wayne County,REP,1229,2700.0,1403.0,1297.0,5.4,91.8,0.1,0.2,0.9,1.1,1898.0,42444.0,3902.0,22195.0,2302.0,9.2,9.2,30.0,21.4,20.8,16.9,10.9,75.9,12.3,0.0,5.6,0.6,5.7,16.3,1215.0,70.3,19.1,10.2,0.4,1.9,White
Utah,Weber County,REP,65949,244101.0,122542.0,121559.0,17.9,76.7,1.0,0.6,1.1,0.2,163145.0,62036.0,966.0,25275.0,421.0,12.1,15.4,32.9,14.0,25.3,10.4,17.4,80.4,10.4,1.8,1.3,1.5,4.6,22.0,115146.0,77.3,18.7,3.9,0.1,4.8,White
Virginia,Accomack County,REP,9172,32840.0,16079.0,16761.0,8.8,60.3,28.3,0.3,0.7,0.0,24408.0,42260.0,2253.0,24266.0,1564.0,19.8,31.8,31.1,17.7,18.8,15.1,17.3,80.0,10.6,0.5,2.6,1.8,4.5,22.0,13837.0,74.6,18.1,7.1,0.2,5.4,White
Virginia,Albemarle County,DEM,42466,105105.0,50283.0,54822.0,5.7,77.2,9.5,0.2,5.0,0.0,78224.0,72265.0,2910.0,39273.0,1293.0,9.8,11.0,54.0,15.5,18.7,6.2,5.6,76.9,8.6,1.8,3.4,1.8,7.6,21.9,50689.0,68.0,24.5,7.2,0.3,3.2,White
Virginia,Alleghany County,REP,5859,15489.0,7586.0,7903.0,1.4,91.9,5.5,0.0,0.1,0.1,12369.0,46020.0,4009.0,25952.0,1320.0,19.3,25.7,28.3,16.4,22.4,13.2,19.7,86.6,7.7,0.5,0.7,1.7,2.7,24.6,6225.0,81.6,12.2,6.0,0.2,4.4,White
Virginia,Amelia County,REP,5390,12802.0,6644.0,6158.0,1.1,72.4,23.7,0.3,0.1,0.0,10049.0,58535.0,5713.0,26118.0,1734.0,13.0,18.9,25.8,18.6,27.4,17.2,11.1,86.7,6.0,1.1,1.6,1.8,2.7,38.0,6166.0,76.1,15.8,6.7,1.3,3.3,White
Virginia,Amherst County,REP,11041,31819.0,15331.0,16488.0,2.3,75.5,17.6,0.2,0.6,0.0,25212.0,49677.0,3603.0,24296.0,1374.0,13.4,20.6,27.9,20.3,24.7,9.8,17.4,82.6,10.6,0.6,1.3,2.3,2.6,24.1,14506.0,78.6,16.2,5.0,0.1,5.6,White
Virginia,Appomattox County,REP,6702,15462.0,7507.0,7955.0,1.3,76.7,20.1,0.1,0.2,0.0,12017.0,54875.0,5421.0,26347.0,1585.0,14.4,22.2,33.2,16.8,23.3,12.9,13.9,80.1,10.1,0.5,1.8,2.4,5.1,31.9,6890.0,79.1,18.0,2.8,0.1,3.5,White
Virginia,Arlington County,DEM,105344,229534.0,114403.0,115131.0,15.5,62.3,8.5,0.3,10.2,0.1,162937.0,112138.0,2139.0,67061.0,879.0,8.2,10.0,69.0,10.5,13.8,4.1,2.7,53.4,6.2,26.0,5.0,2.8,6.6,28.6,143798.0,70.8,24.9,4.2,0.2,3.2,White
Virginia,Augusta County,REP,30714,74390.0,37695.0,36695.0,2.5,91.4,4.0,0.2,0.6,0.1,58894.0,59544.0,2220.0,30088.0,1211.0,8.8,11.9,32.8,16.7,22.9,9.3,18.3,85.7,7.1,0.4,1.0,0.9,5.0,23.7,34960.0,76.8,16.9,6.0,0.2,4.1,White
Virginia,Bath County,REP,1834,4458.0,2311.0,2147.0,5.7,85.3,2.7,0.0,0.3,0.0,3342.0,44483.0,3178.0,28195.0,6494.0,9.3,7.4,21.6,30.4,19.9,11.0,17.0,82.7,4.5,1.5,5.0,0.0,6.3,24.5,2073.0,81.5,17.0,1.5,0.0,9.1,White
Virginia,Bedford County,REP,35600,77319.0,38012.0,39307.0,2.0,88.2,7.0,0.1,1.3,0.0,60597.0,59405.0,1577.0,30633.0,1062.0,8.9,10.6,34.9,16.5,24.1,9.9,14.7,83.8,9.2,0.2,1.0,1.4,4.3,26.9,36735.0,81.7,13.2,5.0,0.1,4.4,White
Virginia,Bland County,REP,2903,6524.0,3617.0,2907.0,0.5,94.3,4.8,0.0,0.0,0.0,5455.0,46927.0,6003.0,23505.0,3151.0,8.3,13.5,23.7,21.4,29.8,5.4,19.8,88.9,5.2,0.6,0.8,1.8,2.8,32.8,2578.0,76.6,18.8,4.6,0.0,6.7,White
Virginia,Botetourt County,REP,15099,33149.0,16421.0,16728.0,1.6,93.0,3.0,0.3,0.9,0.0,26210.0,64733.0,3179.0,34733.0,2718.0,7.7,10.0,38.4,14.2,22.4,10.5,14.5,89.0,6.0,0.0,0.9,0.4,3.8,28.3,16102.0,80.4,13.9,5.6,0.0,3.8,White
Virginia,Brunswick County,DEM,4552,16435.0,8557.0,7878.0,2.1,41.1,54.1,0.2,0.5,0.0,13253.0,40871.0,2708.0,20278.0,1342.0,20.9,40.0,26.3,22.2,22.9,13.6,15.0,84.3,8.5,0.2,1.8,2.9,2.3,29.2,6258.0,68.2,24.9,6.8,0.1,7.8,Black
Virginia,Buchanan County,REP,8311,22611.0,11378.0,11233.0,0.3,95.4,2.8,0.5,0.5,0.0,18471.0,30828.0,1316.0,19241.0,1140.0,26.5,42.1,25.9,16.0,23.1,20.7,14.2,87.1,7.5,0.6,1.8,2.1,0.9,27.7,6679.0,78.3,17.6,4.1,0.0,8.6,White
